-DOCSTART- -X- O
control OT B-O 
group OT B-O 
( OT B-O 
14/68 OT B-O 
, OT B-O 
20.5 OT B-O 
% OT B-O 
) OT B-O 
with OT B-O 
a LF B-LF 
odds LF I-LF 
ratio LF I-LF 
( OT B-O 
OR AN B-AN 
) OT B-O 
of OT B-O 
2.455 OT B-O 
( OT B-O 
1.007 OT B-O 
- OT B-O 
5.985 OT B-O 
) OT B-O 
; OT B-O 
and OT B-O 
premature OT B-O 
delivery OT B-O 
was OT B-O 
related OT B-O 
to OT B-O 
cone OT B-O 
depth OT B-O 
, OT B-O 
OR AN I-AN 
was OT B-O 
significantly OT B-O 
increased OT B-O 
when OT B-O 
the OT B-O 
cone OT B-O 
depth OT B-O 
was OT B-O 
more OT B-O 
than OT B-O 

sides OT B-O 
identity LF B-LF 
( OT B-O 
IDENT AN B-AN 
) OT B-O 
we OT B-O 
only OT B-O 
marked OT B-O 
up OT B-O 
three OT B-O 
associative OT B-O 
relations OT B-O 
( OT B-O 
Hawkins OT B-O 
, OT B-O 
1978 OT B-O 
) OT B-O 
: OT B-O 
set LF B-LF 
membership OT B-O 
( OT B-O 
ELEMENT AN B-AN 
) OT B-O 
, OT B-O 
subset LF I-LF 
( OT B-O 
SUBSET AN B-AN 
) OT B-O 
, OT B-O 
and OT B-O 
? OT B-O 
gen- OT B-O 

A OT B-O 
manually OT B-O 
prepared OT B-O 
seed OT B-O 
list OT B-O 
that OT B-O 
is OT B-O 
used OT B-O 
to OT B-O 
frame OT B-O 
the OT B-O 
lexical OT B-O 
patterns OT B-O 
for OT B-O 
conjunct OT B-O 
verbs LF B-LF 
( OT B-O 
ConjVs OT B-O 
) AN B-AN 
contains OT B-O 
frequently OT B-O 
used OT B-O 
Light OT B-O 
Verbs LF B-LF 
( OT B-O 
LVs OT B-O 
) AN I-AN 
. OT B-O 

pairments OT B-O 
. OT B-O 
Many OT B-O 
have OT B-O 
advocated OT B-O 
the OT B-O 
potential OT B-O 
benefits OT B-O 
of OT B-O 
language LF B-LF 
sample LF I-LF 
analysis LF I-LF 
( OT B-O 
LSA AN B-AN 
) OT B-O 
( OT B-O 
Johnston OT B-O 
, OT B-O 
2006 OT B-O 
; OT B-O 
Dunn OT B-O 
et OT B-O 
al. OT B-O 
, OT B-O 

email OT B-O 
: OT B-O 
allan.ramsay OT B-O 
@ OT B-O 
manchester.ac.uk OT B-O 
Debora OT B-O 
Field OT B-O 
University LF B-LF 
of LF I-LF 
Sheffield LF I-LF 
( OT B-O 
UK AN B-AN 
) OT B-O 
email OT B-O 
: OT B-O 
D.Field OT B-O 
@ OT B-O 
sheffield.ac.uk OT B-O 

6 OT B-O 
BC AN B-AN 
= OT B-O 
Broadcast LF B-LF 
Conversations LF I-LF 
; OT B-O 
BN AN B-AN 
= OT B-O 
Broadcast LF I-LF 
News LF B-LF 
; OT B-O 
CTS AN B-AN 
= OT B-O 
Conversational LF B-LF 
Telephone LF I-LF 
Speech LF I-LF 
; OT B-O 
NW AN B-AN 
= OT B-O 
Newswire LF I-LF 
; OT B-O 
UN AN B-AN 
= OT B-O 
Usenet LF I-LF 
Newsgroups LF I-LF 
; OT B-O 
and OT B-O 
WL AN B-AN 
= OT B-O 
Weblogs LF B-LF 
. OT B-O 

In LF B-LF 
Proceedings OT B-O 
of OT B-O 
the OT B-O 
2005 OT B-O 
International OT B-O 
conference OT B-O 
on OT B-O 
Intelligent LF I-LF 
User LF I-LF 
Interfaces LF I-LF 
( OT B-O 
IUI AN B-AN 
) OT B-O 
, OT B-O 
pages OT B-O 
137 OT B-O 
? OT B-O 
144 OT B-O 
. OT B-O 
ACM AN B-AN 
Press OT B-O 
. OT B-O 

model OT B-O 
. OT B-O 
Case LF B-LF 
Frame LF I-LF 
Editor LF I-LF 
( OT B-O 
CFE AN B-AN 
) OT B-O 
: OT B-O 
Maintains OT B-O 
the OT B-O 
lexical OT B-O 
Case LF I-LF 
Frame LF I-LF 
Factbase OT B-O 
, OT B-O 
a LF I-LF 
data OT B-O 
file OT B-O 
of OT B-O 
how OT B-O 
to LF I-LF 
infer OT B-O 

location LF B-LF 
( OT B-O 
LOC AN B-AN 
) OT B-O 
psych_feature LF B-LF 
( OT B-O 
PSY AN B-AN 
) OT B-O 
cognition LF B-LF 
( OT B-O 
COG AN B-AN 
) OT B-O 
feeling LF B-LF 
( OT B-O 
FEEL AN B-AN 
) OT B-O 
motivation OT B-O 
( OT B-O 
MOT AN B-AN 
) OT B-O 
abstraction OT B-O 
( OT B-O 
ABS AN B-AN 
) OT B-O 
time LF B-LF 
( OT B-O 
TIME AN B-AN 
) OT B-O 
space LF B-LF 
( OT B-O 
SPA AN B-AN 
) OT B-O 
attribute LF B-LF 
( OT B-O 
ATT AN B-AN 
) OT B-O 

shown OT B-O 
in LF B-LF 
( OT B-O 
1 OT B-O 
) AN B-AN 
.2 OT B-O 
2~Vc OT B-O 
use OT B-O 
lhe OT B-O 
fo OT B-O 
l OT B-O 
low OT B-O 
ing OT B-O 
abbrev OT B-O 
ia OT B-O 
t LF B-LF 
ions OT B-O 
: OT B-O 
NOM OT B-O 
: OT B-O 
nominat OT B-O 
ive OT B-O 
; OT B-O 
ACC AN B-AN 
= OT B-O 
accusat LF I-LF 
ive OT B-O 
; OT B-O 
AI AN I-AN 
) AN I-AN 
N AN I-AN 
= OT B-O 
adnomina LF I-LF 
l OT B-O 
; OT B-O 
CI OT B-O 
. OT B-O 
= OT B-O 
c LF I-LF 
lass OT B-O 
i LF I-LF 
l OT B-O 
ier OT B-O 
; OT B-O 
ARGSTR OT B-O 

tity OT B-O 
in OT B-O 
the OT B-O 
contrast OT B-O 
set OT B-O 
until OT B-O 
no OT B-O 
distractors OT B-O 
are OT B-O 
left OT B-O 
. OT B-O 
Dale LF B-LF 
& LF I-LF 
Reiter LF I-LF 
speaker LF I-LF 
frequency LF I-LF 
( OT B-O 
DR-sf AN B-AN 
) OT B-O 
uses OT B-O 
a LF I-LF 
different OT B-O 
preferred OT B-O 
attribute OT B-O 
list OT B-O 
for OT B-O 
each OT B-O 
speaker LF I-LF 
, OT B-O 

3.1 OT B-O 
Div OT B-O 
is OT B-O 
ion LF B-LF 
and OT B-O 
L OT B-O 
inear OT B-O 
l LF I-LF 
i LF I-LF 
za OT B-O 
t LF I-LF 
ion LF I-LF 
o LF I-LF 
f OT B-O 
Cases OT B-O 
At OT B-O 
first OT B-O 
, OT B-O 
we OT B-O 
define OT B-O 
a LF I-LF 
translation LF I-LF 
pattern LF I-LF 
( OT B-O 
TPi AN I-AN 
) OT B-O 
as OT B-O 
fol- OT B-O 
lows OT B-O 
. OT B-O 

( OT B-O 
UT AN B-AN 
= OT B-O 
Utterance LF B-LF 
as OT B-O 
actually OT B-O 
made OT B-O 
by OT B-O 
the OT B-O 
user OT B-O 
, OT B-O 
UR AN B-AN 
= OT B-O 
Utterance LF I-LF 
as OT B-O 
recognized OT B-O 
by OT B-O 
the OT B-O 
system OT B-O 
, OT B-O 
SU AN B-AN 
= OT B-O 
System LF B-LF 
utterance LF I-LF 
) OT B-O 
. OT B-O 

The OT B-O 
model OT B-O 
consists OT B-O 
of OT B-O 
two OT B-O 
subtasks OT B-O 
of OT B-O 
boundary LF B-LF 
identification LF I-LF 
( OT B-O 
BI AN B-AN 
) OT B-O 
and OT B-O 
semantic LF B-LF 
role LF I-LF 
classification OT B-O 
( OT B-O 
SRC AN B-AN 
) OT B-O 
. OT B-O 

vide OT B-O 
a OT B-O 
significant OT B-O 
degree OT B-O 
of OT B-O 
control OT B-O 
. OT B-O 
Perhaps OT B-O 
nowhere OT B-O 
is OT B-O 
this OT B-O 
observation OT B-O 
more OT B-O 
keenly OT B-O 
felt OT B-O 
than OT B-O 
in LF B-LF 
weak OT B-O 
lexical OT B-O 
ontologies OT B-O 
like OT B-O 
Princeton LF I-LF 
WordNet LF I-LF 
( OT B-O 
PWN AN B-AN 
) OT B-O 
. OT B-O 
In OT B-O 
PWN AN I-AN 
[ OT B-O 
1 OT B-O 
] OT B-O 
, OT B-O 

form OT B-O 
( OT B-O 
FFC AN B-AN 
) OT B-O 
; OT B-O 
from OT B-O 
this OT B-O 
decision OT B-O 
he/she OT B-O 
formulates OT B-O 
a LF B-LF 
natural OT B-O 
language OT B-O 
utterance OT B-O 
with OT B-O 
certain OT B-O 
features OT B-O 
including OT B-O 
the OT B-O 
sentence LF B-LF 
type LF B-LF 
( OT B-O 
SeTp AN B-AN 
) OT B-O 
the OT B-O 
subject LF I-LF 
type LF I-LF 
( OT B-O 
SuTp AN B-AN 
) OT B-O 
and OT B-O 
punctuation LF I-LF 
( OT B-O 
Punct AN B-AN 
) OT B-O 
. OT B-O 

Construct OT B-O 
word OT B-O 
representation OT B-O 
model OT B-O 
for OT B-O 
corpus OT B-O 
in OT B-O 
the OT B-O 
base OT B-O 
time LF B-LF 
, OT B-O 
D OT B-O 
( OT B-O 
TB OT B-O 
) OT B-O 
, OT B-O 
and OT B-O 
in OT B-O 
the OT B-O 
target LF I-LF 
time LF I-LF 
, OT B-O 
D OT B-O 
( OT B-O 
TT AN B-AN 
) OT B-O 
. OT B-O 
( OT B-O 
Section OT B-O 
2.1 OT B-O 
) OT B-O 

84 OT B-O 
Proceedings OT B-O 
of OT B-O 
the OT B-O 
9th OT B-O 
Conference OT B-O 
on LF B-LF 
Computational LF I-LF 
Natural LF I-LF 
Language LF I-LF 
Learning LF I-LF 
( OT B-O 
CoNLL AN B-AN 
) OT B-O 
, OT B-O 
pages OT B-O 
144 OT B-O 
? OT B-O 
151 OT B-O 
, OT B-O 
Ann OT B-O 
Arbor OT B-O 
, OT B-O 
June OT B-O 
2005 OT B-O 
. OT B-O 

( OT B-O 
1992 OT B-O 
) OT B-O 
. LF B-LF 
Grammars OT B-O 
are OT B-O 
defined OT B-O 
over OT B-O 
typed LF I-LF 
fea- LF I-LF 
twre LF I-LF 
.structures LF I-LF 
( OT B-O 
TFSs AN B-AN 
) OT B-O 
which OT B-O 
can OT B-O 
be OT B-O 
viewed OT B-O 
as OT B-O 
generalizations OT B-O 
of OT B-O 
first-order OT B-O 
terms OT B-O 
( OT B-O 
Carpenter OT B-O 
, OT B-O 

FERGUS OT B-O 
was OT B-O 
originally OT B-O 
trained OT B-O 
on OT B-O 
the OT B-O 
Penn OT B-O 
Tree OT B-O 
Bank OT B-O 
corpus OT B-O 
consisting OT B-O 
of OT B-O 
Wall OT B-O 
Street LF B-LF 
Journal LF I-LF 
text OT B-O 
( OT B-O 
WSJ OT B-O 
) AN B-AN 
. OT B-O 
The OT B-O 
results OT B-O 
on OT B-O 

for OT B-O 
alignments OT B-O 
. OT B-O 
Recurrent LF B-LF 
neural LF I-LF 
network LF I-LF 
( OT B-O 
RNN AN B-AN 
) OT B-O 
-based OT B-O 
models OT B-O 
have OT B-O 
recently OT B-O 
demonstrated OT B-O 
state-of-the-art OT B-O 
per- OT B-O 

Therefore OT B-O 
, OT B-O 
we OT B-O 
refined OT B-O 
our OT B-O 
reference OT B-O 
performance OT B-O 
level OT B-O 
by OT B-O 
combining OT B-O 
the OT B-O 
ME LF B-LF 
models LF B-LF 
( OT B-O 
MEM AN I-AN 
) OT B-O 
and LF I-LF 
handcrafted LF I-LF 
models LF I-LF 
( OT B-O 
HCM AN B-AN 
) OT B-O 
. OT B-O 
Suppose OT B-O 
the OT B-O 
score OT B-O 
of OT B-O 
a LF I-LF 

The OT B-O 
entries OT B-O 
in OT B-O 
the OT B-O 
subjectivity OT B-O 
word OT B-O 
list OT B-O 
have OT B-O 
been OT B-O 
labeled OT B-O 
with OT B-O 
part LF B-LF 
of LF I-LF 
speech LF I-LF 
( OT B-O 
POS AN B-AN 
) OT B-O 
tags OT B-O 
as OT B-O 
well OT B-O 
as OT B-O 
either OT B-O 
strong OT B-O 
or OT B-O 
weak OT B-O 
subjective OT B-O 
tag OT B-O 
depending OT B-O 
on OT B-O 
the OT B-O 

construct OT B-O 
the OT B-O 
desired OT B-O 
model OT B-O 
in LF B-LF 
a LF I-LF 
way OT B-O 
that OT B-O 
allows OT B-O 
efficient OT B-O 
inference OT B-O 
, OT B-O 
even OT B-O 
for OT B-O 
large OT B-O 
datasets OT B-O 
, OT B-O 
using OT B-O 
determinantal LF I-LF 
point LF I-LF 
processes LF I-LF 
( OT B-O 
DPPs AN B-AN 
) OT B-O 
. OT B-O 
We OT B-O 
begin OT B-O 

2.2 OT B-O 
Conditional LF B-LF 
Random OT B-O 
Fields OT B-O 
Conditional LF I-LF 
random LF I-LF 
field LF I-LF 
( OT B-O 
CRF AN B-AN 
) OT B-O 
was OT B-O 
an LF I-LF 
extension OT B-O 
of OT B-O 
both OT B-O 
Maximum LF B-LF 
Entropy LF I-LF 
Model LF B-LF 
( OT B-O 
MEMs AN B-AN 
) OT B-O 
and LF I-LF 
Hidden LF I-LF 
Markov LF I-LF 
Models LF I-LF 
( OT B-O 
HMMs AN B-AN 
) OT B-O 
that OT B-O 
was OT B-O 
firstly OT B-O 

patterns OT B-O 
indicative OT B-O 
of OT B-O 
SLI AN B-AN 
. OT B-O 
In OT B-O 
this OT B-O 
work OT B-O 
, OT B-O 
we OT B-O 
use OT B-O 
Language LF B-LF 
Models LF I-LF 
( OT B-O 
LMs AN B-AN 
) OT B-O 
for OT B-O 
this OT B-O 
task OT B-O 
since OT B-O 
they OT B-O 
are OT B-O 
a LF I-LF 
powerful OT B-O 
statistical OT B-O 
measure OT B-O 
of OT B-O 
language OT B-O 
usage OT B-O 

The OT B-O 
project OT B-O 
? OT B-O 
Reference OT B-O 
Corpus OT B-O 
Middle LF B-LF 
Low LF I-LF 
German/ OT B-O 
Low LF I-LF 
Rhenish OT B-O 
( OT B-O 
1200 OT B-O 
? OT B-O 
1650 OT B-O 
) OT B-O 
? OT B-O 
2 OT B-O 
transliterates OT B-O 
and OT B-O 
grammatically LF I-LF 
annotates LF I-LF 
the LF I-LF 
Middle LF I-LF 
Low LF I-LF 
German OT B-O 
( OT B-O 
GML AN B-AN 
) OT B-O 
texts OT B-O 
from OT B-O 
which OT B-O 
we OT B-O 
take OT B-O 
our OT B-O 
examples OT B-O 
. OT B-O 
Be- OT B-O 

In OT B-O 
addition OT B-O 
, OT B-O 
the OT B-O 
user OT B-O 
can OT B-O 
supply OT B-O 
relevance OT B-O 
judgements OT B-O 
on OT B-O 
any OT B-O 
document OT B-O 
by OT B-O 
clicking OT B-O 
Rel AN B-AN 
( OT B-O 
relevant LF B-LF 
) LF I-LF 
, OT B-O 
NRel OT B-O 
( OT B-O 
not OT B-O 
rel- LF I-LF 
evant LF I-LF 
) LF I-LF 
, OT B-O 
or OT B-O 
PRel OT B-O 
( OT B-O 
probably OT B-O 
relevant LF I-LF 
) LF I-LF 
. OT B-O 

not OT B-O 
explicit OT B-O 
about OT B-O 
this OT B-O 
. OT B-O 
? OT B-O 
P5E2N4S3 AN B-AN 
, OT B-O 
F OT B-O 
W OT B-O 
A OT B-O 
Computer LF B-LF 
Processable LF I-LF 
Language LF I-LF 
( OT B-O 
CPL AN B-AN 
) OT B-O 
( OT B-O 
Clark OT B-O 
et OT B-O 
al OT B-O 
. OT B-O 
2005 OT B-O 
) OT B-O 
is OT B-O 
a LF I-LF 
controlled OT B-O 
variant OT B-O 
of OT B-O 

RERANKED OT B-O 
92.7 OT B-O 
42.9 OT B-O 
92.0 OT B-O 
32.6 OT B-O 
ORACLE OT B-O 
97.6 OT B-O 
81.2 OT B-O 
96.7 OT B-O 
72.5 OT B-O 
Table OT B-O 
4 OT B-O 
: OT B-O 
Word OT B-O 
accuracies OT B-O 
and OT B-O 
error LF B-LF 
rate LF I-LF 
reductions LF I-LF 
( OT B-O 
ERR AN B-AN 
) OT B-O 
in OT B-O 
percentages OT B-O 
for OT B-O 
CELEX OT B-O 
G2P OT B-O 
augmented OT B-O 
by OT B-O 
Combilex OT B-O 

1 OT B-O 
Introduction OT B-O 
Word OT B-O 
Sense LF B-LF 
Disambiguation LF I-LF 
( OT B-O 
WSD OT B-O 
) AN B-AN 
is LF I-LF 
an OT B-O 
important OT B-O 
component OT B-O 
in OT B-O 
many OT B-O 
information OT B-O 
organization OT B-O 

7.1 OT B-O 
Support OT B-O 
vector LF B-LF 
machines LF I-LF 
Support OT B-O 
vector LF I-LF 
machines LF I-LF 
( OT B-O 
SVMs OT B-O 
) AN B-AN 
were OT B-O 
introduced OT B-O 
by OT B-O 
( OT B-O 
Vapnik OT B-O 
, OT B-O 
1995 OT B-O 
) AN I-AN 
as OT B-O 
an OT B-O 
instantiation OT B-O 

ailehor OT B-O 
~ OT B-O 
The OT B-O 
following OT B-O 
entry OT B-O 
is OT B-O 
associated OT B-O 
with OT B-O 
the OT B-O 
class OT B-O 
of OT B-O 
verbs OT B-O 
taking OT B-O 
an OT B-O 
NP AN B-AN 
as OT B-O 
indirect LF B-LF 
objects OT B-O 
( OT B-O 
IOBJ AN B-AN 
) OT B-O 
which OT B-O 
may OT B-O 
be OT B-O 
possibly OT B-O 
found OT B-O 
within OT B-O 
a OT B-O 
prepositional OT B-O 
phrase OT B-O 
or OT B-O 

First OT B-O 
, OT B-O 
we OT B-O 
investigate OT B-O 
how OT B-O 
laypeople OT B-O 
intuitively OT B-O 
recognize OT B-O 
metaphor OT B-O 
by OT B-O 
conducting OT B-O 
Amazon OT B-O 
Mechanical LF B-LF 
Turk LF I-LF 
( OT B-O 
MTurk AN I-AN 
) OT B-O 
experiments OT B-O 
. OT B-O 

Table OT B-O 
9 OT B-O 
( OT B-O 
Hindi OT B-O 
) OT B-O 
. OT B-O 
Here OT B-O 
, OT B-O 
precision OT B-O 
measures OT B-O 
the OT B-O 
number OT B-O 
of OT B-O 
correct OT B-O 
Named LF B-LF 
Entities LF I-LF 
( OT B-O 
NEs AN B-AN 
) OT B-O 
in OT B-O 
the OT B-O 
machine OT B-O 
tagged OT B-O 
file OT B-O 
over OT B-O 
the OT B-O 
total OT B-O 
number OT B-O 
of OT B-O 
NEs AN I-AN 
in OT B-O 
the OT B-O 
ma- OT B-O 

53 OT B-O 
Creative OT B-O 
Information LF B-LF 
Retrieval LF I-LF 
( OT B-O 
CIR OT B-O 
) AN B-AN 
can OT B-O 
be OT B-O 
used OT B-O 
as OT B-O 
a LF I-LF 
platform OT B-O 
for LF I-LF 
the OT B-O 
design OT B-O 
of OT B-O 
many OT B-O 
Web OT B-O 
services OT B-O 
that OT B-O 
offer OT B-O 
linguistic OT B-O 
creativity OT B-O 
on LF I-LF 
de-mand OT B-O 
. OT B-O 
By OT B-O 
enabling OT B-O 
the OT B-O 
flexible OT B-O 
retrieval OT B-O 
of OT B-O 
n-gram OT B-O 
data OT B-O 
for LF I-LF 
non-literal OT B-O 
queries OT B-O 
, OT B-O 
CIR OT B-O 
allows OT B-O 
a LF I-LF 
wide OT B-O 
variety OT B-O 
of OT B-O 
creative OT B-O 
tasks OT B-O 
to OT B-O 
be OT B-O 
reimagined OT B-O 
as OT B-O 
simple OT B-O 
IR AN B-AN 
tasks OT B-O 
( OT B-O 
Veale OT B-O 
2013 OT B-O 
) AN I-AN 
. OT B-O 

5.1 OT B-O 
Calculation OT B-O 
of OT B-O 
Emotion OT B-O 
Tag LF B-LF 
weights OT B-O 
Sense_Tag_Weight OT B-O 
( OT B-O 
STW OT B-O 
) AN B-AN 
: OT B-O 
The OT B-O 
tag OT B-O 
weight OT B-O 
has OT B-O 
been OT B-O 
calculated OT B-O 
using OT B-O 
SentiWordNet OT B-O 
. OT B-O 

description OT B-O 
model OT B-O 
, OT B-O 
the OT B-O 
Dublin OT B-O 
Core OT B-O 
Metadata OT B-O 
Set OT B-O 
, OT B-O 
together OT B-O 
with OT B-O 
an OT B-O 
interchange OT B-O 
method OT B-O 
provided OT B-O 
by OT B-O 
the OT B-O 
Open LF B-LF 
Archives LF I-LF 
Initiative LF I-LF 
( OT B-O 
OAI AN B-AN 
) OT B-O 
, OT B-O 
make OT B-O 
it LF I-LF 
possible OT B-O 
to OT B-O 
construct OT B-O 
a LF I-LF 
union OT B-O 
catalog OT B-O 
over OT B-O 

appear OT B-O 
although OT B-O 
ModP AN B-AN 
and OT B-O 
FocP AN B-AN 
are OT B-O 
optional OT B-O 
. OT B-O 
projections OT B-O 
such OT B-O 
as LF B-LF 
NegP AN B-AN 
( OT B-O 
negation LF I-LF 
phrase LF I-LF 
) OT B-O 
will OT B-O 
not OT B-O 
be OT B-O 
discussed OT B-O 
although OT B-O 
we OT B-O 
assume OT B-O 
there OT B-O 
must OT B-O 

We OT B-O 
show OT B-O 
that OT B-O 
hierarchies OT B-O 
of LF B-LF 
this OT B-O 
type OT B-O 
can OT B-O 
be OT B-O 
automatical OT B-O 
! OT B-O 
y LF I-LF 
constructed OT B-O 
, OT B-O 
by OT B-O 
using OT B-O 
the OT B-O 
semantic OT B-O 
ategory OT B-O 
codes OT B-O 
and OT B-O 
the OT B-O 
subject OT B-O 
codes OT B-O 
of LF I-LF 
the OT B-O 
Longman LF I-LF 
Dictionary LF I-LF 
of LF I-LF 
Contemporary LF I-LF 
English LF I-LF 
( OT B-O 
LDOCE AN B-AN 
) OT B-O 
to OT B-O 
disambiguate OT B-O 
the OT B-O 
genus OT B-O 
terms OT B-O 
in OT B-O 
noun OT B-O 
definitkms OT B-O 
. OT B-O 

Table OT B-O 
1 OT B-O 
provides OT B-O 
an OT B-O 
overview OT B-O 
of OT B-O 
all OT B-O 
entity LF B-LF 
classes OT B-O 
and OT B-O 
relations OT B-O 
. OT B-O 
The OT B-O 
workflow OT B-O 
consists OT B-O 
of OT B-O 
two OT B-O 
steps OT B-O 
: OT B-O 
Firstly OT B-O 
, OT B-O 
rule- OT B-O 
and OT B-O 
ontology-based OT B-O 
named LF I-LF 
entity LF I-LF 
recognition LF I-LF 
( OT B-O 
NER AN B-AN 
) OT B-O 
is OT B-O 
performed OT B-O 
( OT B-O 
cf OT B-O 
. OT B-O 
Section OT B-O 

and OT B-O 
why OT B-O 
they OT B-O 
should OT B-O 
be OT B-O 
adhered OT B-O 
to OT B-O 
? OT B-O 
involving OT B-O 
a LF B-LF 
coordinated OT B-O 
phrase OT B-O 
in OT B-O 
the OT B-O 
object OT B-O 
position OT B-O 
consisting OT B-O 
of OT B-O 
an OT B-O 
NP AN B-AN 
( OT B-O 
najprostsze LF I-LF 
zasady OT B-O 
? OT B-O 
the OT B-O 
most OT B-O 
basic OT B-O 
principles OT B-O 
? OT B-O 
) OT B-O 

The OT B-O 
score OT B-O 
measures OT B-O 
the LF B-LF 
maximum OT B-O 
overlap OT B-O 
between OT B-O 
a LF B-LF 
hypothesized LF I-LF 
cluster OT B-O 
( OT B-O 
HYP AN B-AN 
) OT B-O 
and LF I-LF 
a LF I-LF 
corresponding OT B-O 
gold LF I-LF 
standard LF I-LF 
cluster OT B-O 
( OT B-O 
GOLD AN B-AN 
) OT B-O 
, OT B-O 
and LF I-LF 
computes OT B-O 
a LF I-LF 
weighted OT B-O 
average OT B-O 
across OT B-O 
all OT B-O 
the LF I-LF 
HYP AN I-AN 
clus- OT B-O 

3 OT B-O 
. OT B-O 
Generation OT B-O 
of LF B-LF 
Crisp OT B-O 
Descriptions OT B-O 
Arguably OT B-O 
the OT B-O 
most OT B-O 
fundamental OT B-O 
task OT B-O 
in LF B-LF 
the OT B-O 
generation LF I-LF 
of LF I-LF 
referring LF I-LF 
expressions LF I-LF 
( OT B-O 
GRE AN B-AN 
) OT B-O 
, OT B-O 
content LF I-LF 
determination LF I-LF 
( OT B-O 
CD AN B-AN 
) OT B-O 
requires OT B-O 
finding OT B-O 
a LF I-LF 
set OT B-O 
of LF I-LF 
properties OT B-O 
that OT B-O 
jointly OT B-O 
identify OT B-O 
the OT B-O 
in- OT B-O 

1 OT B-O 
Introduction OT B-O 
Biomedical OT B-O 
Text OT B-O 
Mining LF B-LF 
( OT B-O 
TM OT B-O 
) AN B-AN 
has OT B-O 
become OT B-O 
increasingly OT B-O 
popular OT B-O 
due OT B-O 
to OT B-O 
the OT B-O 
pressing OT B-O 
need OT B-O 
to OT B-O 
provide OT B-O 

calizations OT B-O 
. OT B-O 
Direct LF B-LF 
responses LF I-LF 
( OT B-O 
DS AN B-AN 
) OT B-O 
are OT B-O 
essentially OT B-O 
characterized OT B-O 
by OT B-O 
introductory OT B-O 
markers OT B-O 
like OT B-O 
yes/no/this OT B-O 
is OT B-O 
pos- OT B-O 

 OT B-O 
 OT B-O 
 OT B-O 
strategies OT B-O 
( OT B-O 
Lewis OT B-O 
, OT B-O 
1992 OT B-O 
) OT B-O 
. OT B-O 
We OT B-O 
use OT B-O 
probability LF B-LF 
threshold LF I-LF 
( OT B-O 
PT AN B-AN 
) OT B-O 
strategy OT B-O 
where OT B-O 
each OT B-O 
document OT B-O 
is OT B-O 
assigned OT B-O 
to OT B-O 
the OT B-O 
categories OT B-O 
above OT B-O 
a LF I-LF 
thresh- OT B-O 

CP AN B-AN 
OP AN B-AN 
LC AN B-AN 
RC AN B-AN 
where OT B-O 
CP AN I-AN 
= OT B-O 
Correspondence LF B-LF 
Part LF I-LF 
; OT B-O 
OP AN I-AN 
= OT B-O 
Operator LF B-LF 
; OT B-O 
LC AN I-AN 
= OT B-O 
Left LF B-LF 
Context LF B-LF 
; OT B-O 
RC AN I-AN 
= OT B-O 
Right LF I-LF 
Context LF I-LF 
There OT B-O 
are OT B-O 
four OT B-O 
different OT B-O 
kinds OT B-O 
of OT B-O 
rules OT B-O 
that OT B-O 
may OT B-O 
be OT B-O 

In OT B-O 
this OT B-O 
paper OT B-O 
, OT B-O 
I OT B-O 
present OT B-O 
a OT B-O 
lexical OT B-O 
representation OT B-O 
of OT B-O 
the OT B-O 
light LF B-LF 
verb LF I-LF 
ha OT B-O 
'do OT B-O 
' OT B-O 
used OT B-O 
in OT B-O 
two OT B-O 
types OT B-O 
of OT B-O 
Korean OT B-O 
light LF I-LF 
verb LF I-LF 
constructions LF I-LF 
( OT B-O 
LVCs AN B-AN 
) OT B-O 
. OT B-O 
These OT B-O 

an OT B-O 
algorithm OT B-O 
that OT B-O 
combines OT B-O 
the OT B-O 
reference OT B-O 
choice OT B-O 
rules OT B-O 
for OT B-O 
reason OT B-O 
and OT B-O 
the OT B-O 
reference OT B-O 
choice OT B-O 
rules OT B-O 
for OT B-O 
methods OT B-O 
, OT B-O 
to OT B-O 
pro- OT B-O 
duce OT B-O 
preverbal LF B-LF 
messages LF I-LF 
( OT B-O 
PMs AN B-AN 
) OT B-O 
from OT B-O 
PCAs OT B-O 
. OT B-O 
As OT B-O 
such OT B-O 
, OT B-O 
the OT B-O 

No OT B-O 
normalization OT B-O 
68.52 OT B-O 
( OT B-O 
70.45 OT B-O 
) OT B-O 
84.34 OT B-O 
( OT B-O 
82.8 OT B-O 
) OT B-O 
37.4 OT B-O 
( OT B-O 
45.2 OT B-O 
) OT B-O 
67.8 OT B-O 
( OT B-O 
67.1 OT B-O 
) OT B-O 
Table OT B-O 
2 OT B-O 
: OT B-O 
Binary OT B-O 
logistic OT B-O 
regression OT B-O 
10-fold OT B-O 
cross OT B-O 
validation OT B-O 
with OT B-O 
different OT B-O 
feature OT B-O 
normalization OT B-O 
approaches OT B-O 
: OT B-O 
Scores OT B-O 
within OT B-O 
brackets OT B-O 
are OT B-O 
when OT B-O 
the OT B-O 
female OT B-O 
speaker OT B-O 
data OT B-O 
is OT B-O 
removed OT B-O 
; OT B-O 
S AN B-AN 
= OT B-O 
Stressed OT B-O 
, OT B-O 
US AN I-AN 
= OT B-O 
Unstressed LF B-LF 
, OT B-O 
MCB AN B-AN 
= OT B-O 
Majority LF B-LF 
Class LF I-LF 
Baseline LF I-LF 
. OT B-O 

